Date received,Tag,Consumer Claim,Company public response,Company,State,ZIP code,Tags,Consumer consent provided?,Submitted via,Date sent to company,Company response to consumer,Timely response?,Consumer disputed?,Complaint ID,Tag_clean
03/06/2019,Debt collection,"Called my work and said they were the courthouse and that I owed money. Once I got on the phone the woman said I never paid anything to ACE, when in fact I did. I said to please send me a statement by mail so that I can review this claim. I was told it was too late for that. I was told if I pay now that I can pay less for a settlement. I said let me know the name and address of your collection agency and that I would get back to you. She refused and said I dont have time for this. She gave me a number to call back, but didnt give me a name. I told her I was reporting her then she hang up.",,"ACE CASH EXPRESS, INC.",OH,445XX,,Consent provided,Web,03/07/2019,Closed with explanation,Yes,,3171674,Debt collection
03/06/2019,"Credit reporting, credit repair services, or other personal consumer reports",XXXX XXXX I got hit with a hard inquiry on XX/XX/2018. I did not make this Inquiry or sign for anyone to authorize this Inquiry. This is fraud and done without my knowledge. I would like this removed as soon as possible. I tried to call The bank and explain to them the situation as I did not want a hard pull for something I did not do. I noticed this once I got a letter in the mail. I also see it on my XXXX  XXXX.,Company has responded to the consumer and the CFPB and chooses not to provide a public response,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",NY,103XX,,Consent provided,Web,03/06/2019,Closed with explanation,Yes,,3171366,Credit reporting
03/06/2019,Mortgage,"On XX/XX/2018 I closed two loans with Union Bank. My complaint is that they charged me for the application fees which was in the amount of {$550.00} for each loan. I paid that when I first applied back in XX/XX/2018 for a refi with cash out. They told me they would not do cash out just rate and term, so I went ahead and did rate and term with just enough cash out to cover closing cost. The escrow company, XXXX XXXX XXXX XXXX, called me and asked me to sign docs on Saturday XX/XX/2018 at XXXX which I did. I noticed when I was signing docs for Notary person that there was an application fee of {$550.00} of each loan again. I told escrow person that I already paid app fee for each of the two loans back XX/XX/2018 and he told me it was probably just a mistake and that the escrow officer would remove it on monday but I should sign docs anyway because my rate lock would expire on the following monday so I signed. Called escrow officer on monday and was informed that Union bank would not remove this second app fee. Wrote to Union Bank about his matter and they refused to return my money period. Please see attached. 
Union bank claimed its two different loans but its not and the rate lock is the same one they used from back in XX/XX/2018. They ripped me off for $ XXXXVery shady Bank.",Company has responded to the consumer and the CFPB and chooses not to provide a public response,"MUFG UNION BANK, NATIONAL ASSOCIATION",CA,,Older American,Consent provided,Web,03/08/2019,Closed with explanation,Yes,,3171240,Mortgage
03/06/2019,Checking or savings account,"I went to deposit cash at the XXXX XXXX US Bank drive up ATM, I was taken through the entire deposit process. Finally as I accepted the deposit and the machine went to verify the funds, it, spit out the pictured error receipt I attached. I called the XXXX number listed on the receipt and they opened up a claim that could possibly take over a month to verify and was also told that I could possibly be offered a provisional credit in 10 days. Right now Im left with no funds to get me by and no solution from US Bank.",Company has responded to the consumer and the CFPB and chooses not to provide a public response,U.S. BANCORP,AZ,,,Consent provided,Web,03/06/2019,Closed with non-monetary relief,Yes,,3171789,Bank account
03/06/2019,Debt collection,"To start the apartment complex back in 2016 sent me paperwork with the wrong amount and wrong name listed. SO I tried to contact them to get this corrected and got no response. It then got sent to IQ data who I recently tried to communicate with to settle the account and was treated very poor. A manager by the name of XXXX XXXX cut me off and hung up on me, when I called back to ask for his manager I was advised there is no need to speak to different managers in regards to the account. I am trying to settle my account before I process my bankruptcy due to financial and medical hardship. The manager stated that this month out of the year is the lowest they are able to settle accounts for which makes no sense why it matters what month it is. Also when I was trying to explain my situation he spoke over me and told me they aren't scared of my threat of bankruptcy and hung up. I was not threatening anyone but trying to explain what ii am doing to try and settle an account.",Company believes complaint represents an opportunity for improvement to better serve consumers,"I.Q. DATA INTERNATIONAL, INC.",AZ,852XX,,Consent provided,Web,03/06/2019,Closed with explanation,Yes,,3171318,Debt collection
03/06/2019,"Credit reporting, credit repair services, or other personal consumer reports",There are many mistakes appear in my report without my understanding.,Company has responded to the consumer and the CFPB and chooses not to provide a public response,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",TX,750XX,,Consent provided,Web,03/06/2019,Closed with explanation,Yes,,3170969,Credit reporting
03/06/2019,Student loan,"I had to take off school for financial purposed in the spring of XXXX semester. I had full intention of getting back into classes during the fall semester of XXXX. However I had my my loan deferment period end because I was out oaf school for so long. I skipped the fall semester again to try to get more hours at work so that I could try to pay some of it back. Looking into to lowering my over all payments from month to month, I was able to file for income driven payments for my federal loans. My payments went to {$0.00} because I only make about $ 13,000- {$15000.00} a year. This helped me out. However when I try to solve the same problem with XXXX XXXX on XX/XX/XXXX for the balance of {$580.00}, they have no options for trying to solve my problem. I am informed that they have no options available to lower payments. They instead try to see if there are any family members or friends that I can borrow the money from to make the payments. Telling them no to this option, my only option at the time was to pay them {$150.00}, which doesn't get applied to any balance that is over due.This payment was just to stop harassment of 6-10 phone calls a day and the emails to me and my my father who is the co-signer. I agreed to this, however, I asked that that amount get taken out the following day so that I could move money into the account. My next step would be to pay in amount of {$580.00} by XX/XX/XXXX. The next day XX/XX/XXXX they attempted to take out {$300.00} from my account. The payment didn't go through because I didn't that much in the account at the time. After this happen the phone calls and emails started right back up again. On XX/XX/XXXX myself and my father got an email stating that if the account was not brought up to date by XX/XX/XXXX they were going to report me to the consumers reporting agencies. My father reported to me that he had paid the amount and that I need to just get enrolled in school again to at least half time to get the account to go back into deferment which I can do. Even though this payment had been submitted I still received a phone call from this agency about trying to make a payment. All of the phone calls and email have been documented and I have dates to along with them. I have been made to feel like that i have no true options beside bankruptcy. I am stressed about this everyday and it is always on my mind. I just wish there was a way to make it all go way.",Company believes it acted appropriately as authorized by contract or law,SLM CORPORATION,TX,794XX,,Consent provided,Web,03/08/2019,Closed with monetary relief,Yes,,3171599,Loan
03/06/2019,Vehicle loan or lease,"On XX/XX/XXXX at XXXX XXXX I contacted the corporate offices of Santander Consumer USA. I was about to pay off my vehicle but due to poor health and mismanagement accrued nearly {$1900.00} in late fees. I asked for any amount to be waived. The board of directors was gracious enough to waive {$500.00} within a few days. I called numerous times to thank them and even emailed them. I called and asked On numerous occasions during the month of XX/XX/XXXX is I had to pay the late fees and what would happen. 

All of the representatives I spoke stated that there was no regular payment required, I could pay them at a later time and that all that would happen would be is that they would keep my title until the late fees were paid. I also used the contact feature on their webpage to tell them not to charge me a late fee on a late fee. Santander was still showing that I had my regular car payment due even though I had paid all principal and interest. 

XX/XX/XXXX we received a bill for {$.00} which we paid. On XX/XX/XXXX I began to receive notices from XXXX XXXX that Santander was placing 30 day late notices on my credit report. I thought for sure it was an error because the car was paid off so I just disputed it. My credit rating dropped 70 points almost disqualifying me from a business loan I am trying to take out for a veteran owned business. A new 30 day late was posted on my credit. I called Santander and emailed and sent messages through XXXX wondering what they were doing. For days they strung me along saying they would get back to me. 

On XX/XX/XXXX at XXXX I was contacted by XXXX XXXX who began angling the conversation to the point that I was not told by the agents that I didn't have to keep paying my late fees like my regular payments ( which I was ), that it was my fault this was happening ( yes the late fees but not the hit on my credit ). XXXX brow beat me by asking the same questions over and over like the detectives I used to work with, trying to get a confession. I gave up and stated to her that I was getting a lawyer for Santander ruining my credit. 

I was sent an acceleration letter for {$0.00}. The letter stated that if I did not give them {$0.00}, they would accelerate my loan or repo my car. Now My XXXX  score dropped 124 points in one day because they closed the account unexpectedly with a balance instead on reaching out. I took the money to pay them out of my life saving so they wouldn't continue to harm my credit.",,SANTANDER CONSUMER USA HOLDINGS INC.,TX,760XX,Servicemember,Consent provided,Web,03/06/2019,Closed with explanation,Yes,,3170839,Loan
03/06/2019,Debt collection,"Said they were XXXX XXXX. XX/XX/XXXX They could not give me adequate info on a debt. Called HSBC as instructed by XXXX and they have nothing on file for me. HSBC said to ask them to validate the debt. XXXX can not validate the debt other than a charge off date ( XXXX ) and last 4 of the card. After speaking with Mrs. XXXX ( after they called at XXXX ) several times on XX/XX/XXXX. she sent my file to "" fraud ''. 
They called me again on XX/XX/XXXX robo message left om my phone, XX/XX/XXXX they called me again with no message left. XXXX another man calls me and is very abusive yelling at me that i don't understand what mediation is and he is trying to help me. He keeps saying that they are mediators, he would never admit that they are a collection agency, which is against the law! I requested him to mail me something and he said "" why would I waste my time mailing you something if you don't agree to my help '' He yelled the entire time, said that "" THEY '' are going to put a judgment against you and put this back on your credit and garnish your wages, then he backtracked and said that they can't garnish in my state. I asked for his supervisor and he said "" what part of "" director '' don't you understand in my title! I am the supervisor!! He hung up on me and I called him back. Told him that my only goal is to get information to validate the debt because i knew nothing about it. He accused me of lying saying it's been on my credit report. And that I would have to file a police report to dispute it, but no one is going to believe me in the court of law. I placed my complaint on XXXX with what my complaint was. They called called me today and said that it sounded like this debt collection agency purchased a really old file and they are trying to get folks to pay for things that are not even active any longer. XX/XX/XXXX I called back ( XXXX XXXX  ) today on the first numberXXXX as the number from the man was not good ( XXXX ) I got Mrs. XXXX and informed her I was recording the call. Asked her to validate the name of her company ( 4 times ), she kept saying hold on, hold on ... .I said that's a very simple request ... ..she then said "" XXXX XXXX and I do not give you permission to record this call ''. Bottom line, I did have an HSBC card that was included in a bankruptcy over XX/XX/XXXX years ago, so this should never be coming up and I should not be getting any calls from anyone. Told them never to call me again and she responded that she would let the case manager know.",,HSBC NORTH AMERICA HOLDINGS INC.,PA,189XX,,Consent provided,Web,03/06/2019,Closed with explanation,Yes,,3171591,Debt collection
03/06/2019,Credit card or prepaid card,"I have a loan with MODERN FINANCE COMPANY. I have always made my payments on time. For some reason I realized that there was a late payment on my credit report. As you can see, I have always had a stellar payment record with this company. I tried contacting both XXXX and MODERN FINANCE COMPANY with no successful resolution. ( Bureau ) only reporting me late. There was definitely an error on their part. I was never 30 days late XXXX, XX/XX/XXXX, XX/XX/XXXX",,Modern Finance Company,CA,914XX,,Consent provided,Web,03/06/2019,Closed with explanation,Yes,,3170883,Credit card
03/06/2019,"Credit reporting, credit repair services, or other personal consumer reports",Midwest Recovery Systems at XXXX is reporting on a settled debt on my account and demanded XXXX to stop reporting on it and they do not own this debt. The debt was sold from XXXX to XXXX XXXX XXXX and they have also tried reaching out to Midwest recovery systems telling them they should not be reporting and this account has been settled in full. Midwest told me they would not remove reporting of this debt they do not own unless I give them 1600+ dollars.,,Midwest Recovery Systems,NE,,,Consent provided,Web,03/06/2019,Closed with explanation,Yes,,3171528,Credit reporting
03/06/2019,"Credit reporting, credit repair services, or other personal consumer reports","I had a lease with Nissan. The lease was terminated early because the vehicle was total in a accident that I was not a fault for it. It was a hit and run, but driver was located after. 
Nissan was paid by my insurance company XXXX. When Nissan close the account they listed a remark early termination balance owning. I contacted Nissan to get this corrected and I disputed with the credit XXXX, XXXX and XXXX. Nothing has been done to corrected. I was never late or owed any other monies to Nissan. Everything was paid off including property taxes.",,NISSAN MOTOR ACCEPTANCE CORPORATION,CT,060XX,,Consent provided,Web,03/06/2019,Closed with explanation,Yes,,3171014,Credit reporting
03/06/2019,"Credit reporting, credit repair services, or other personal consumer reports",Personal Statement I have been a victim of id theft and following up to clear up some remaining inquiries that are not mine and it was an attempt to open accounts in my name. The fraudulent inquiries are XXXX ) XXXX XX/XX/XXXX XXXX ) XXXX na XX/XX/XXXX XXXX XXXX XXXX na XXXX XX/XX/XXXX XXXX ) XXXX   XX/XX/XXXX XXXX ) XXXX XX/XX/XXXX XXXX ) XXXX XX/XX/XXXX XXXX ) XXXX XX/XX/XXXX XXXX XXXX XXXX oil no XXXX on XX/XX/XXXX XXXX ) XXXX XX/XX/XXXX XXXX XXXX XXXX XXXX on XX/XX/XXXX. These are all unauthorized inquiries made by someone other than me please remove from my report. I have already begun contacting all the appropriate parties.,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Experian Information Solutions Inc.,MI,,,Consent provided,Web,03/06/2019,Closed with non-monetary relief,Yes,,3170948,Credit reporting
03/06/2019,Credit card or prepaid card,"I am filing a complaint about the XXXX XXXX XXXX service. This fall, in XXXX, the company changed the way they notify customers of payments due. In the past, they sent emails containing the amount due on the card, which I would then pay using secure bill payment with my XXXX app. Please see screenshots of emails below. I included one from before the change and two from after the change, which offered no reason for me to think I had a past due payment. I missed a payment due to this change, which I was never notified about. I paid the principle as soon as I realized it was due, but did not realize I had an outstanding late fee, which continued to accrue fees over the next two months. When I received a letter from XXXX in the mail asking for payment, I was shocked and made the payment as soon as I could. However, this 90-day-late payment has now caused my credit score to go down 90 points, and will not leave my credit report for 7 years. As a medical student in my mid-twenties, this is a major problem. I need to have a good credit score in order to qualify for loans. I have taken this matter up with XXXX, and while they were able to reduce my late fee, they refused to do anything to help me get this delinquent payment off my credit report, which is the far more critical and pressing issue.",,TD BANK US HOLDING COMPANY,IL,,,Consent provided,Web,03/06/2019,Closed with explanation,Yes,,3171698,Credit card
03/06/2019,Debt collection,"On XXXX XXXX,2019 my friend got a call from XXXX XXXX XXXX at XXXXBecause I  contacted lawyers on behalf of a friend I wondered if that was them but I don't recall giving out my friends number. I called back but got voice mail for XXXX. XXXX called me back and transferred me to XXXX XXXX who said they are a law firm and will have to take me to court over GE Capitol Retail Bank/XXXX XXXX credit card for breach of contract. He says the debt is for {$1300.00} but now the amount is {$1600.00} and I can settle the debt for {$890.00}. He said I will only get paperwork AFTER I submit payment and he was recording the line. He did not offer to send paperwork to my email address which he already has on file before I pay this debt. I tried looking them up and seen they represent XXXX XXXX XXXX XXXX in XXXX XXXX. I would still like to see what this {$1600.00} is for if my debt was only {$1300.00}. They should send me the paperwork because I tried to resolve the debt with GE Capitol Retail Bank around 10 years ago and sent payment. XXXX XXXX also said if I paid the {$890.00} it will be resolved off of my credit reports but again I never received anything in writing from him.",Company has responded to the consumer and the CFPB and chooses not to provide a public response,SYNCHRONY FINANCIAL,CA,,,Consent provided,Web,03/07/2019,Closed with explanation,Yes,,3171169,Debt collection
03/06/2019,Debt collection,"I sent a debt validation letter to Portfolio Recovery to verify a debt on 2 XXXX XXXX Credit Card Accounts and a XXXX account that they claim I owe. Portfolio Recovery only sent me statements of the accounts, the statements they sent only show a balance owed it does not prove that the amount is correct from XXXX XXXX or XXXX. Portfolio Recovery did not send me all the information that I requested to prove that they own the debt and prove they are legally allowed to collect on these accounts. The letters that have a Portfolio Recovery letterhead all state at the bottom "" This communication is from a debt collector but is not an attempt to collect a debt '' Portfolio Recovery is still reporting to all 3 credit bureaus on this debt that has not been Validated. No signatures are on any documents they have sent to me including original creditors documents they provided me with.",,PORTFOLIO RECOVERY ASSOCIATES INC,OH,432XX,,Consent provided,Web,03/06/2019,Closed with explanation,Yes,,3170991,Debt collection
03/06/2019,"Credit reporting, credit repair services, or other personal consumer reports","Dear Sir or Madam, I feel I have been a victim Several Data Breaches resulting in possible Identity Theft. The latest being XXXX XXXX XXXX. The Items I have identified and highlighted on my credit report do not relate to any account or transactions that I have made or have applied for. Several Inquiries have occurred as well all which have hurt my credit score I value. Please block, remove, update or delete this information pursuant to section 605B and 15 Code Section 1681I once identity theft has been alleged until further due diligence has been performed for a reasonable conclusion has been determined.",Company has responded to the consumer and the CFPB and chooses not to provide a public response,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",AZ,850XX,,Consent provided,Web,03/06/2019,Closed with explanation,Yes,,3171771,Credit reporting
03/06/2019,Student loan,"For the past three years my father and I have been paying back my student loans. We initially borrowed XXXX dollars and we now owe XXXX dollars because of interest. We have paid out over 13000 back towards the loan. My father is out of work, and I have been diagnosed with XXXX XXXX. I am not on XXXX but do not make enough to survive and pay loan payments. By the time the loan is paid off it will be over {$380000.00} dollars. They will not work with us to lower payments.",,"Navient Solutions, LLC.",VA,245XX,,Consent provided,Web,03/06/2019,Closed with explanation,Yes,,3171699,Loan
03/06/2019,Debt collection,"Around XX/XX/XXXX I received a credit alert stating that a company by the name of NCB Management Sercives Inc. added a collection to my credit reports alleging I owe them {$1900.00}. To date XX/XX/XXXX this company has not notified me of this alleged debt and by not notifying me they have denied my legal right to dispute any debt within 30 days of notification from a debt collection agency - pursuant to 15 USC 1681 et al. This debt has been disputed with the credit report agencies multiple times and all they are doing is stating it has been verified, but yet this company has not provided me with ANY type of documentation or communication. This debt is to be removed from all three credit bureaus immediately and proper procedure and protocol followed. I have no reservations in litigating this ridiculous practice performed by NCB Management Sercives Inc. in a court of law where I will seek punitive and statuary damages to the fullest extend of the law.",,NCB MANAGEMENT SERVICES INC,VA,221XX,,Consent provided,Web,03/06/2019,Closed with explanation,Yes,,3170755,Debt collection
03/06/2019,"Credit reporting, credit repair services, or other personal consumer reports","My name is XXXX XXXX please remove any other variation of my name. I was going over my credit report and I noticed that there are several errors. My current and only address. I have attached my proof of ID. I do not live at the following addresses : XXXX XXXX XXXX XXXX   XXXX, OH XXXX, XXXX XXXX XXXX XXXX XXXX, OH XXXX XXXX XXXX XXXX XXXX, OH XXXX XXXX XXXX XXXX, XXXX, OH XXXX XXXX XXXX XXXX   XXXX, OHXXXX The following accounts are not mine I have never had an account with these companies : XXXX XXXX XXXX, XXXX XXXX XXXX XXXX   XXXX # XXXX. Federal Law requires that you provide mechanisms to ensure that each item on my credit report actually belongs to me. If the above items are inaccurate, misleading or incomplete you may have violated federal law,",Company has responded to the consumer and the CFPB and chooses not to provide a public response,Experian Information Solutions Inc.,OH,432XX,,Consent provided,Web,03/06/2019,Closed with non-monetary relief,Yes,,3171261,Credit reporting
03/06/2019,Mortgage,"While working with Caliber Home Loans for my mortgage servicing, they tend to lack transparency. 

When a change is made to your recurring mortgage payment amount your existing payment is cancelled without notification. There is no email or message that you need to pay the existing payment and that they have cancelled it ( I even reached out via email and received no response ). Eventually you get a call from a debt collector asking you to pay and you get charged a {$3.00} fee for a one-time payment. 

There is also a {$27.00} fee for being late, but you are not notified about this charge as it is rolled into the one time payment. 

They are currently refunding my {$27.00}, but my concern is that unaware users are getting charged late fees with no notification or transparency. Cancelling your existing payment without notification and then charging a late fee is a very concerning business model.",,"Caliber Home Loans, Inc.",IN,,,Consent provided,Web,03/06/2019,Closed with explanation,Yes,,3171147,Mortgage
03/06/2019,"Credit reporting, credit repair services, or other personal consumer reports","My name is XXXX XXXX XXXX XXXX am in the middle of buying a new condo and just had my credit pulled and I have some addresses that are not accurate on my credit file please delete remove the following : XXXX XXXX XXXX XXXX XXXX XXXX, LA XXXX XXXX XXXX XXXX XXXX XXXX XXXX, FL XXXX XXXX XXXX XXXX XXXX XXXX, LA XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX, FL XXXX XXXX XXXX XXXX XXXX XXXX, LA XXXX XXXX XXXX XXXX, XXXX XXXX, LA XXXX I have NO record of the paperwork that should have been provided to me upon request documentation ( a consumer contract with my signature on it ) 609 ( a ) ( 1 ) ( A ) & Section 611 ( a ) ( 1 ) ( A ). Furthermore, you have failed to provide the method of verification as required under Section 611 ( a ) ( 7 ). Please be advised that under Section 611 ( 5 ) ( A ) of the FCRA you are required to promptly DELETE all information which can not be verified.

The law is very clear as to the Civil liability and the remedy available to me ( Section 616 & 617 ) if you fail to comply with Federal Law. My intentions are to exercise my rights under the FCRA. please remove the following accounts : XXXX XXXX XXXX XXXX, XXXX XXXX, XXXX  XXXX XXXX XXXX XXXX Federal Law requires that you provide mechanisms to ensure that each item on my credit report actually belongs to me. If the above items are inaccurate, misleading or incomplete you may have violated federal law.",Company has responded to the consumer and the CFPB and chooses not to provide a public response,Experian Information Solutions Inc.,NY,,,Consent provided,Web,03/06/2019,Closed with non-monetary relief,Yes,,3171697,Credit reporting
03/06/2019,Debt collection,"Received repeated phone calls concerning a XXXX account. Requested name and address of original creditor, copy of signed contract, delegation of authority, and a complete accounting / statement of payments, interest, and fees associated with the collection account. This information has not been received from the debt collector, yet I am repeatedly harassed with voluminous phone calls",,PORTFOLIO RECOVERY ASSOCIATES INC,FL,333XX,Older American,Consent provided,Web,03/06/2019,Closed with non-monetary relief,Yes,,3171776,Debt collection
03/06/2019,"Credit reporting, credit repair services, or other personal consumer reports","I contacted XXXX  in XX/XX/XXXX to inform them that the amount on a collection was incorrect and sent them a statement showing the balance at that time. It was never corrected. I again ATTEMPTED to file a dispute with XXXX  on line in which they denied my request for re-investigation stating that what was being reported was correct. I filed yet another dispute in XX/XX/XXXX, providing documentation that TWO collection accounts were paid in full and requesting that one be removed in that it was past the 7 year mark. They were NEVER removed nor where the balances updated to show them as paid. 

I further have asked multiple times to have a validation of a debt on a third collection agency. I contacted the Collection Agency and requested validation of a debt which they have refused to provide. I contacted the alleged original creditor and they have no record of any outstanding debt, yet XXXX  continues to report this debt even after I have asked to have an investigation. I have been TURNED down for credit because of this.",Company believes it acted appropriately as authorized by contract or law,"Trident Asset Management, L.L.C.",CA,922XX,,Consent provided,Web,03/12/2019,Closed with explanation,Yes,,3171462,Credit reporting
03/06/2019,"Credit reporting, credit repair services, or other personal consumer reports","The current address, previous addresses, and dates are inconsistent with the information submitted for my background check on XX/XX/2019. Two of the addresses are not mine.",,FIRST ADVANTAGE CORPORATION,LA,713XX,,Consent provided,Web,03/06/2019,Closed with explanation,Yes,,3170857,Credit reporting
03/06/2019,Credit card or prepaid card,"To who it may concern at the XX/XX/2019 two days before my credit card due date i called my own credit card bank seeking for an extension of 14 days to make my payment due the government shut down but instead they help me they decided to revoke my account and closed it permanently. 
This big bank has abused their power against by closing my account with them without any valid reasons but me seek for two week extra to pay them due the government ' shutdown and totally stripped me from all points that earned from using my own hard working money. At the XX/XX/2019 i and after i made my payment of 1000 $ to them I received a letter from Td bank saying that they revoked and closed my credit card account that I had for nearly three .and I've never missed a single payment and my account always been in a good standing payment for three years .Also, they are refusing to let me used my earned points by all means please help to stand against this unfair bank who his dealt with with nothing but rudeness and unjustness every time I called them to seek for my stolen points by them and ask them for explanation why did they closed my account but they never wanted to help or answer any of my question .nevertheless, by they closing my account they hurt my credit score badly and this show the luck of fairness and professionalism. and how this big bank use us to get as much of fees and interest and after they done they just close the account but never give the fess nor the interest back to us giving the fact this credit card has charged me the last three years totally 2500 $ in fees and interest please help me the hard worker people like me to stand against them.",,TD BANK US HOLDING COMPANY,NY,,,Consent provided,Web,03/06/2019,Closed with monetary relief,Yes,,3171125,Credit card
03/06/2019,Student loan,"I have been requesting XXXX to unlock my account for over a year. I am unable to manahe my loans. I complained at CFPB and XXXX promised they would unlock ot. Yet my account still remains locked, and XXXX does not reply to my mails.",,AES/PHEAA,,,,Consent provided,Web,03/06/2019,Closed with explanation,Yes,,3171319,Loan
03/06/2019,"Credit reporting, credit repair services, or other personal consumer reports",RECENTLY I NOTICED A COLLECTION AGENCY BY THE NAME XXXX XXXX XXXX ON MY CREDIT REPORT FOR A COLLECTION OF AN AUTO LOAN THAT DOESNT BELONG TO ME ... .I FILED A ID THEFT REPORT AND WOULD LIKE THIS REMOVED FROM MY CREDIT PROFILE,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Experian Information Solutions Inc.,DE,197XX,,Consent provided,Web,03/06/2019,Closed with non-monetary relief,Yes,,3171041,Credit reporting
03/06/2019,Checking or savings account,Someone open fraud account with my social security with td bank it was reported in the check system XX/XX/2015 i was not aware of the situation never was told to me everytime i tried to open checking account i was denied,,TD BANK US HOLDING COMPANY,FL,33311,,Consent provided,Web,03/06/2019,Closed with non-monetary relief,Yes,,3171146,Bank account
03/06/2019,"Credit reporting, credit repair services, or other personal consumer reports","dates of callsXX/XX/XXXX2019, XX/XX/XXXX2019, XX/XX/XXXX2019 6-7 calls daily from XXXX XXXX keep blocking numbers but continue calling with other ID numbers SCAM Telemarketing calls",,Alliance Data Card Services,VA,,,Consent provided,Web,03/06/2019,Closed with non-monetary relief,Yes,,3171530,Credit reporting
03/06/2019,Debt collection,I previously sent an inquiry to the credit bureaus to have debt collections removed from my file and it is still on my credit report ... ..these debts was obtain without my permission and I have filed identity theft report ... please remove from my file,,"EQUIFAX, INC.",MD,212XX,,Consent provided,Web,03/06/2019,Closed with explanation,Yes,,3171058,Debt collection
03/06/2019,Vehicle loan or lease,"I purchased a car using XXXX XXXX to secure the loan in XX/XX/XXXX. In XX/XX/XXXX, : - ) have not been able to reach them. They no longer are a company. As a result of XXXX XXXX improperly not reporting my own finances are negatively affected. I've tried calling numerous times to no avail.",,"Westlake Services, LLC",SC,,Servicemember,Consent provided,Web,03/06/2019,Closed with explanation,Yes,,3170907,Loan
03/06/2019,Debt collection,"I was checking my credit report and a derogatory mark appeared for a balance of {$730.00} from XX/XX/XXXX and was just reported on XX/XX/XXXX. I have not received anything in the mail, nor have I received any emails or phone calls regarding any sort of derogatory mark. This now says that the amount has been "" Placed for collection. '' If I would have not checked my credit report I would have never known that this was ever out there.",,Grant Mercantile Agency,WA,989XX,,Consent provided,Web,03/06/2019,Closed with explanation,Yes,,3171166,Debt collection
03/06/2019,"Credit reporting, credit repair services, or other personal consumer reports",On XX/XX/2019 an iquiry appeared on my report. I would simply like it removed.,,AMERICAN EXPRESS COMPANY,CA,906XX,,Consent provided,Web,03/07/2019,Closed with explanation,Yes,,3171823,Credit reporting
03/06/2019,"Credit reporting, credit repair services, or other personal consumer reports","I have a loan with XXXX XXXX and US BANK. I have always made my payments on time. For some reason I realized that there was a late payment on my credit report. As you can see, I have always had a stellar payment record with this company. I tried contacting both XXXX, XXXX  XXXX XXXX and US BANK with no successful resolution. XXXX and XXXX only reporting me late. There was definitely an error on their part. I was never 30 days late.",Company has responded to the consumer and the CFPB and chooses not to provide a public response,U.S. BANCORP,NV,89123,,Consent provided,Web,03/06/2019,Closed with explanation,Yes,,3171051,Credit reporting
03/06/2019,Student loan,"Nelnet refuses to accept a document I uploaded as proof of my income for XXXX. I provided a w-2 for years XXXX, XXXX, XXXX. My w-2 for XXXX was taken by my ex husband for filing taxes. He would not return it. I called XXXX and nelnet and was told that a screenshot of my year end pay sub would be suitable as well as something as simple as writing my total gross income a plain paper and sending it to nelnet/XXXX. I sent a screenshot. I also filled out the financial disclosure letters as requested. Nelnet has refused to accept my gross income statement from XXXX even though I was told any proof was acceptable. My loans went into default and my XXXX tax return has been garnished. I feel I have provided acceptable proof for all 4 years and no one I talk to will help me. I consider this abusive and dishonest by nelnet advisors. There is no way to upload documents directly to XXXX website, only through Nelnet. Obviously they share the files because XXXX  can view them but still refuses to accept my income statement for XXXX",,"NELNET, INC.",CA,96015,,Consent provided,Web,03/06/2019,Closed with explanation,Yes,,3170769,Loan
03/06/2019,"Credit reporting, credit repair services, or other personal consumer reports",My credit report has a fraud alert place on it and credit bureaus keep letting creditors check my credit with out my approval as in the last 3 month I have not apply for anything and XXXX XXXX XXXX  XXXX XXXX I called them to let them know that its not me and I was a victim of identity theft in XXXX only thing I apply for was XXXX  and XX/XX/XXXX all other inquiries not me so please help me with the credit report agency theyre reporting the wrong things on my credit report that unfair to me that why I placed the fraud alert XXXX XXXX,,Credit Bureau Central Inc (MS),MS,,,Consent provided,Web,03/06/2019,Closed with explanation,Yes,,3171721,Credit reporting
03/06/2019,Debt collection,I asked to Nelnet/U.S Department of Education to provide proof that I consented to student loan debt and explain their reporting of information to credit bureaus and prove that they are in fact valid debt collectors in accordance to 1692 law definitions. I have repeatedly contact them ( Cease and desist letter on XX/XX/2019 and another letter of information request on XX/XX/2019 ).,,"NELNET, INC.",TX,752XX,,Consent provided,Web,03/06/2019,Closed with explanation,Yes,,3170919,Debt collection
03/06/2019,Debt collection,"i called XXXX XXXX today and i was told that i owed XXXX and they put on my credit report i owed XXXX and i dont and the account is closed and took a lose and now im told they sent it to a collection agency called XXXX phone number XXXX and they still haven't taken it off my credit report and the solclution is for them to remove it also my sister never order anything for XXXX, on XX/XX/2017 and she never order anything and my sister got a bill yesterday for XXXX, for something she never ordered and the bill was for XXXX that she doesn't owe help us please",,"Colony Brands, Inc.",VA,,,Consent provided,Web,03/06/2019,Closed with explanation,Yes,,3171253,Debt collection
